Unit,stats_4Ghz_1V.txt,stats_1Ghz_.8V.txt
CUs20.wavefronts20,243353,63218
CUs20.wavefronts21,255406,66476
CUs20.wavefronts22,255537,66806
CUs20.wavefronts23,239188,63066
CUs20.wavefronts24,0,0
CUs20.wavefronts25,0,0
CUs20.wavefronts26,0,0
CUs20.wavefronts27,0,0
CUs20.wavefronts28,0,0
CUs20.wavefronts29,0,0
CUs20.wavefronts30,242613,57431
CUs20.wavefronts31,241126,54520
CUs20.wavefronts32,240982,55593
CUs20.wavefronts33,250501,60910
CUs20.wavefronts34,0,0
CUs20.wavefronts35,0,0
CUs20.wavefronts36,0,0
CUs20.wavefronts37,0,0
CUs20.wavefronts38,0,0
CUs20.wavefronts39,0,0
CUs21.wavefronts0,226423,57575
CUs21.wavefronts1,229088,54774
CUs21.wavefronts2,224987,54035
CUs21.wavefronts3,225119,55440
CUs21.wavefronts4,0,0
CUs21.wavefronts5,0,0
CUs21.wavefronts6,0,0
CUs21.wavefronts7,0,0
CUs21.wavefronts8,0,0
CUs21.wavefronts9,0,0
CUs21.wavefronts10,238072,63509
CUs21.wavefronts11,233199,59628
CUs21.wavefronts12,229421,58853
CUs21.wavefronts13,229293,61187
CUs21.wavefronts14,0,0
CUs21.wavefronts15,0,0
CUs21.wavefronts16,0,0
CUs21.wavefronts17,0,0
CUs21.wavefronts18,0,0
CUs21.wavefronts19,0,0
CUs21.wavefronts20,243375,63218
CUs21.wavefronts21,255406,66476
CUs21.wavefronts22,255537,66806
CUs21.wavefronts23,239188,63066
CUs21.wavefronts24,0,0
CUs21.wavefronts25,0,0
CUs21.wavefronts26,0,0
CUs21.wavefronts27,0,0
CUs21.wavefronts28,0,0
CUs21.wavefronts29,0,0
CUs21.wavefronts30,242642,57433
CUs21.wavefronts31,241126,54520
CUs21.wavefronts32,240982,55593
CUs21.wavefronts33,250501,60910
CUs21.wavefronts34,0,0
CUs21.wavefronts35,0,0
CUs21.wavefronts36,0,0
CUs21.wavefronts37,0,0
CUs21.wavefronts38,0,0
CUs21.wavefronts39,0,0
CUs22.wavefronts0,226791,57570
CUs22.wavefronts1,229088,54774
CUs22.wavefronts2,224987,54035
CUs22.wavefronts3,225119,55440
CUs22.wavefronts4,0,0
CUs22.wavefronts5,0,0
CUs22.wavefronts6,0,0
CUs22.wavefronts7,0,0
CUs22.wavefronts8,0,0
CUs22.wavefronts9,0,0
CUs22.wavefronts10,238446,63623
CUs22.wavefronts11,233199,59628
CUs22.wavefronts12,229421,58853
CUs22.wavefronts13,229293,61187
CUs22.wavefronts14,0,0
CUs22.wavefronts15,0,0
CUs22.wavefronts16,0,0
CUs22.wavefronts17,0,0
CUs22.wavefronts18,0,0
CUs22.wavefronts19,0,0
CUs22.wavefronts20,243372,63217
CUs22.wavefronts21,255406,66476
CUs22.wavefronts22,255537,66806
CUs22.wavefronts23,239188,63066
CUs22.wavefronts24,0,0
CUs22.wavefronts25,0,0
CUs22.wavefronts26,0,0
CUs22.wavefronts27,0,0
CUs22.wavefronts28,0,0
CUs22.wavefronts29,0,0
CUs22.wavefronts30,242620,57432
CUs22.wavefronts31,241126,54520
CUs22.wavefronts32,240982,55593
CUs22.wavefronts33,250501,60910
CUs22.wavefronts34,0,0
CUs22.wavefronts35,0,0
CUs22.wavefronts36,0,0
CUs22.wavefronts37,0,0
CUs22.wavefronts38,0,0
CUs22.wavefronts39,0,0
CUs23.wavefronts0,226088,57657
CUs23.wavefronts1,224162,54767
CUs23.wavefronts2,220061,54028
CUs23.wavefronts3,220481,55433
CUs23.wavefronts4,0,0
CUs23.wavefronts5,0,0
CUs23.wavefronts6,0,0
CUs23.wavefronts7,0,0
CUs23.wavefronts8,0,0
CUs23.wavefronts9,0,0
CUs23.wavefronts10,232021,65003
CUs23.wavefronts11,233403,59595
CUs23.wavefronts12,233671,58820
CUs23.wavefronts13,233519,61154
CUs23.wavefronts14,0,0
CUs23.wavefronts15,0,0
CUs23.wavefronts16,0,0
CUs23.wavefronts17,0,0
CUs23.wavefronts18,0,0
CUs23.wavefronts19,0,0
CUs23.wavefronts20,223742,64707
CUs23.wavefronts21,230538,67438
CUs23.wavefronts22,239266,67768
CUs23.wavefronts23,225961,63623
CUs23.wavefronts24,0,0
CUs23.wavefronts25,0,0
CUs23.wavefronts26,0,0
CUs23.wavefronts27,0,0
CUs23.wavefronts28,0,0
CUs23.wavefronts29,0,0
CUs23.wavefronts30,227160,58935
CUs23.wavefronts31,225650,55907
CUs23.wavefronts32,229536,56983
CUs23.wavefronts33,246755,61945
CUs23.wavefronts34,0,0
CUs23.wavefronts35,0,0
CUs23.wavefronts36,0,0
CUs23.wavefronts37,0,0
CUs23.wavefronts38,0,0
CUs23.wavefronts39,0,0
CUs24.wavefronts0,193031,57626
CUs24.wavefronts1,222139,54827
CUs24.wavefronts2,222232,54091
CUs24.wavefronts3,227366,55460
CUs24.wavefronts4,0,0
CUs24.wavefronts5,0,0
CUs24.wavefronts6,0,0
CUs24.wavefronts7,0,0
CUs24.wavefronts8,0,0
CUs24.wavefronts9,0,0
CUs24.wavefronts10,211145,64752
CUs24.wavefronts11,205706,59388
CUs24.wavefronts12,201189,58613
CUs24.wavefronts13,201170,60875
CUs24.wavefronts14,0,0
CUs24.wavefronts15,0,0
CUs24.wavefronts16,0,0
CUs24.wavefronts17,0,0
CUs24.wavefronts18,0,0
CUs24.wavefronts19,0,0
CUs24.wavefronts20,218027,65205
CUs24.wavefronts21,212632,67724
CUs24.wavefronts22,217394,68054
CUs24.wavefronts23,217097,63894
CUs24.wavefronts24,0,0
CUs24.wavefronts25,0,0
CUs24.wavefronts26,0,0
CUs24.wavefronts27,0,0
CUs24.wavefronts28,0,0
CUs24.wavefronts29,0,0
CUs24.wavefronts30,213706,61792
CUs24.wavefronts31,228399,56036
CUs24.wavefronts32,223861,57112
CUs24.wavefronts33,230487,62209
CUs24.wavefronts34,0,0
CUs24.wavefronts35,0,0
CUs24.wavefronts36,0,0
CUs24.wavefronts37,0,0
CUs24.wavefronts38,0,0
CUs24.wavefronts39,0,0
CUs25.wavefronts0,193261,57764
CUs25.wavefronts1,222139,54827
CUs25.wavefronts2,222232,54091
CUs25.wavefronts3,227366,55460
CUs25.wavefronts4,0,0
CUs25.wavefronts5,0,0
CUs25.wavefronts6,0,0
CUs25.wavefronts7,0,0
CUs25.wavefronts8,0,0
CUs25.wavefronts9,0,0
CUs25.wavefronts10,211129,64973
CUs25.wavefronts11,205706,59388
CUs25.wavefronts12,201189,58613
CUs25.wavefronts13,201170,60875
CUs25.wavefronts14,0,0
CUs25.wavefronts15,0,0
CUs25.wavefronts16,0,0
CUs25.wavefronts17,0,0
CUs25.wavefronts18,0,0
CUs25.wavefronts19,0,0
CUs25.wavefronts20,218023,65275
CUs25.wavefronts21,212632,67724
CUs25.wavefronts22,217394,68054
CUs25.wavefronts23,217097,63894
CUs25.wavefronts24,0,0
CUs25.wavefronts25,0,0
CUs25.wavefronts26,0,0
CUs25.wavefronts27,0,0
CUs25.wavefronts28,0,0
CUs25.wavefronts29,0,0
CUs25.wavefronts30,213751,61727
CUs25.wavefronts31,228399,56036
CUs25.wavefronts32,223861,57112
CUs25.wavefronts33,230487,62209
CUs25.wavefronts34,0,0
CUs25.wavefronts35,0,0
CUs25.wavefronts36,0,0
CUs25.wavefronts37,0,0
CUs25.wavefronts38,0,0
CUs25.wavefronts39,0,0
CUs26.wavefronts0,193629,57759
CUs26.wavefronts1,222139,54827
CUs26.wavefronts2,222232,54091
CUs26.wavefronts3,227366,55460
CUs26.wavefronts4,0,0
CUs26.wavefronts5,0,0
CUs26.wavefronts6,0,0
CUs26.wavefronts7,0,0
CUs26.wavefronts8,0,0
CUs26.wavefronts9,0,0
CUs26.wavefronts10,211135,64823
CUs26.wavefronts11,205706,59388
CUs26.wavefronts12,201189,58613
CUs26.wavefronts13,201170,60875
CUs26.wavefronts14,0,0
CUs26.wavefronts15,0,0
CUs26.wavefronts16,0,0
CUs26.wavefronts17,0,0
CUs26.wavefronts18,0,0
CUs26.wavefronts19,0,0
CUs26.wavefronts20,218029,65274
CUs26.wavefronts21,212632,67724
CUs26.wavefronts22,217394,68054
CUs26.wavefronts23,217097,63894
CUs26.wavefronts24,0,0
CUs26.wavefronts25,0,0
CUs26.wavefronts26,0,0
CUs26.wavefronts27,0,0
CUs26.wavefronts28,0,0
CUs26.wavefronts29,0,0
CUs26.wavefronts30,213893,61840
CUs26.wavefronts31,228399,56036
CUs26.wavefronts32,223861,57112
CUs26.wavefronts33,230487,62209
CUs26.wavefronts34,0,0
CUs26.wavefronts35,0,0
CUs26.wavefronts36,0,0
CUs26.wavefronts37,0,0
CUs26.wavefronts38,0,0
CUs26.wavefronts39,0,0
CUs27.wavefronts0,196561,57863
CUs27.wavefronts1,224697,55008
CUs27.wavefronts2,224790,54272
CUs27.wavefronts3,229932,55641
CUs27.wavefronts4,0,0
CUs27.wavefronts5,0,0
CUs27.wavefronts6,0,0
CUs27.wavefronts7,0,0
CUs27.wavefronts8,0,0
CUs27.wavefronts9,0,0
CUs27.wavefronts10,211405,64778
CUs27.wavefronts11,205986,59174
CUs27.wavefronts12,201465,58399
CUs27.wavefronts13,201446,60661
CUs27.wavefronts14,0,0
CUs27.wavefronts15,0,0
CUs27.wavefronts16,0,0
CUs27.wavefronts17,0,0
CUs27.wavefronts18,0,0
CUs27.wavefronts19,0,0
CUs27.wavefronts20,218064,64751
CUs27.wavefronts21,212676,67581
CUs27.wavefronts22,217394,67911
CUs27.wavefronts23,217097,64325
CUs27.wavefronts24,0,0
CUs27.wavefronts25,0,0
CUs27.wavefronts26,0,0
CUs27.wavefronts27,0,0
CUs27.wavefronts28,0,0
CUs27.wavefronts29,0,0
CUs27.wavefronts30,214319,61281
CUs27.wavefronts31,228311,55591
CUs27.wavefronts32,223456,56664
CUs27.wavefronts33,230716,61993
CUs27.wavefronts34,0,0
CUs27.wavefronts35,0,0
CUs27.wavefronts36,0,0
CUs27.wavefronts37,0,0
CUs27.wavefronts38,0,0
CUs27.wavefronts39,0,0
CUs28.wavefronts0,213704,57309
CUs28.wavefronts1,212625,54480
CUs28.wavefronts2,208286,53741
CUs28.wavefronts3,208882,55234
CUs28.wavefronts4,0,0
CUs28.wavefronts5,0,0
CUs28.wavefronts6,0,0
CUs28.wavefronts7,0,0
CUs28.wavefronts8,0,0
CUs28.wavefronts9,0,0
CUs28.wavefronts10,226734,64894
CUs28.wavefronts11,221496,59588
CUs28.wavefronts12,217341,58815
CUs28.wavefronts13,225744,61077
CUs28.wavefronts14,0,0
CUs28.wavefronts15,0,0
CUs28.wavefronts16,0,0
CUs28.wavefronts17,0,0
CUs28.wavefronts18,0,0
CUs28.wavefronts19,0,0
CUs28.wavefronts20,223267,64910
CUs28.wavefronts21,217951,67616
CUs28.wavefronts22,218047,67945
CUs28.wavefronts23,218074,64149
CUs28.wavefronts24,0,0
CUs28.wavefronts25,0,0
CUs28.wavefronts26,0,0
CUs28.wavefronts27,0,0
CUs28.wavefronts28,0,0
CUs28.wavefronts29,0,0
CUs28.wavefronts30,229214,61404
CUs28.wavefronts31,223952,55743
CUs28.wavefronts32,223891,56880
CUs28.wavefronts33,223687,62004
CUs28.wavefronts34,0,0
CUs28.wavefronts35,0,0
CUs28.wavefronts36,0,0
CUs28.wavefronts37,0,0
CUs28.wavefronts38,0,0
CUs28.wavefronts39,0,0
CUs29.wavefronts0,209341,57415
CUs29.wavefronts1,212126,54480
CUs29.wavefronts2,207212,53741
CUs29.wavefronts3,207562,55234
CUs29.wavefronts4,0,0
CUs29.wavefronts5,0,0
CUs29.wavefronts6,0,0
CUs29.wavefronts7,0,0
CUs29.wavefronts8,0,0
CUs29.wavefronts9,0,0
CUs29.wavefronts10,225851,64838
CUs29.wavefronts11,216030,59588
CUs29.wavefronts12,212659,58815
CUs29.wavefronts13,226172,61077
CUs29.wavefronts14,0,0
CUs29.wavefronts15,0,0
CUs29.wavefronts16,0,0
CUs29.wavefronts17,0,0
CUs29.wavefronts18,0,0
CUs29.wavefronts19,0,0
CUs29.wavefronts20,223081,64910
CUs29.wavefronts21,221961,67616
CUs29.wavefronts22,217518,67945
CUs29.wavefronts23,217543,64149
CUs29.wavefronts24,0,0
CUs29.wavefronts25,0,0
CUs29.wavefronts26,0,0
CUs29.wavefronts27,0,0
CUs29.wavefronts28,0,0
CUs29.wavefronts29,0,0
CUs29.wavefronts30,229292,61409
CUs29.wavefronts31,224021,55743
CUs29.wavefronts32,223960,56880
CUs29.wavefronts33,224046,62004
CUs29.wavefronts34,0,0
CUs29.wavefronts35,0,0
CUs29.wavefronts36,0,0
CUs29.wavefronts37,0,0
CUs29.wavefronts38,0,0
CUs29.wavefronts39,0,0
CUs30.wavefronts0,199680,57303
CUs30.wavefronts1,197928,54480
CUs30.wavefronts2,198006,53741
CUs30.wavefronts3,206312,55234
CUs30.wavefronts4,0,0
CUs30.wavefronts5,0,0
CUs30.wavefronts6,0,0
CUs30.wavefronts7,0,0
CUs30.wavefronts8,0,0
CUs30.wavefronts9,0,0
CUs30.wavefronts10,213446,64840
CUs30.wavefronts11,208055,59588
CUs30.wavefronts12,212572,58815
CUs30.wavefronts13,212855,61077
CUs30.wavefronts14,0,0
CUs30.wavefronts15,0,0
CUs30.wavefronts16,0,0
CUs30.wavefronts17,0,0
CUs30.wavefronts18,0,0
CUs30.wavefronts19,0,0
CUs30.wavefronts20,222409,64945
CUs30.wavefronts21,209300,67616
CUs30.wavefronts22,200833,67945
CUs30.wavefronts23,196679,64149
CUs30.wavefronts24,0,0
CUs30.wavefronts25,0,0
CUs30.wavefronts26,0,0
CUs30.wavefronts27,0,0
CUs30.wavefronts28,0,0
CUs30.wavefronts29,0,0
CUs30.wavefronts30,221587,61427
CUs30.wavefronts31,217263,55743
CUs30.wavefronts32,217220,56880
CUs30.wavefronts33,217292,62004
CUs30.wavefronts34,0,0
CUs30.wavefronts35,0,0
CUs30.wavefronts36,0,0
CUs30.wavefronts37,0,0
CUs30.wavefronts38,0,0
CUs30.wavefronts39,0,0
CUs31.wavefronts0,195877,57471
CUs31.wavefronts1,210325,54492
CUs31.wavefronts2,210460,53677
CUs31.wavefronts3,210658,55120
CUs31.wavefronts4,0,0
CUs31.wavefronts5,0,0
CUs31.wavefronts6,0,0
CUs31.wavefronts7,0,0
CUs31.wavefronts8,0,0
CUs31.wavefronts9,0,0
CUs31.wavefronts10,229278,63090
CUs31.wavefronts11,224142,56655
CUs31.wavefronts12,216092,55896
CUs31.wavefronts13,216125,58236
CUs31.wavefronts14,0,0
CUs31.wavefronts15,0,0
CUs31.wavefronts16,0,0
CUs31.wavefronts17,0,0
CUs31.wavefronts18,0,0
CUs31.wavefronts19,0,0
CUs31.wavefronts20,221093,53089
CUs31.wavefronts21,219794,49786
CUs31.wavefronts22,211585,49918
CUs31.wavefronts23,215540,50107
CUs31.wavefronts24,0,0
CUs31.wavefronts25,0,0
CUs31.wavefronts26,0,0
CUs31.wavefronts27,0,0
CUs31.wavefronts28,0,0
CUs31.wavefronts29,0,0
CUs31.wavefronts30,229637,62095
CUs31.wavefronts31,227872,56390
CUs31.wavefronts32,231837,57603
CUs31.wavefronts33,231992,57902
CUs31.wavefronts34,0,0
CUs31.wavefronts35,0,0
CUs31.wavefronts36,0,0
CUs31.wavefronts37,0,0
CUs31.wavefronts38,0,0
CUs31.wavefronts39,0,0
CUs32.wavefronts0,221768,57783
CUs32.wavefronts1,223743,55108
CUs32.wavefronts2,219658,54372
CUs32.wavefronts3,219790,55745
CUs32.wavefronts4,0,0
CUs32.wavefronts5,0,0
CUs32.wavefronts6,0,0
CUs32.wavefronts7,0,0
CUs32.wavefronts8,0,0
CUs32.wavefronts9,0,0
CUs32.wavefronts10,222465,64909
CUs32.wavefronts11,217410,59757
CUs32.wavefronts12,213632,58982
CUs32.wavefronts13,213512,61241
CUs32.wavefronts14,0,0
CUs32.wavefronts15,0,0
CUs32.wavefronts16,0,0
CUs32.wavefronts17,0,0
CUs32.wavefronts18,0,0
CUs32.wavefronts19,0,0
CUs32.wavefronts20,229250,64762
CUs32.wavefronts21,236587,68079
CUs32.wavefronts22,236722,68405
CUs32.wavefronts23,231443,64506
CUs32.wavefronts24,0,0
CUs32.wavefronts25,0,0
CUs32.wavefronts26,0,0
CUs32.wavefronts27,0,0
CUs32.wavefronts28,0,0
CUs32.wavefronts29,0,0
CUs32.wavefronts30,235803,61414
CUs32.wavefronts31,229675,55862
CUs32.wavefronts32,229520,56934
CUs32.wavefronts33,236261,62256
CUs32.wavefronts34,0,0
CUs32.wavefronts35,0,0
CUs32.wavefronts36,0,0
CUs32.wavefronts37,0,0
CUs32.wavefronts38,0,0
CUs32.wavefronts39,0,0
CUs33.wavefronts0,221999,57810
CUs33.wavefronts1,223743,55108
CUs33.wavefronts2,219658,54372
CUs33.wavefronts3,219790,55745
CUs33.wavefronts4,0,0
CUs33.wavefronts5,0,0
CUs33.wavefronts6,0,0
CUs33.wavefronts7,0,0
CUs33.wavefronts8,0,0
CUs33.wavefronts9,0,0
CUs33.wavefronts10,222458,64922
CUs33.wavefronts11,217410,59757
CUs33.wavefronts12,213632,58982
CUs33.wavefronts13,213512,61241
CUs33.wavefronts14,0,0
CUs33.wavefronts15,0,0
CUs33.wavefronts16,0,0
CUs33.wavefronts17,0,0
CUs33.wavefronts18,0,0
CUs33.wavefronts19,0,0
CUs33.wavefronts20,229252,64903
CUs33.wavefronts21,236587,68079
CUs33.wavefronts22,236722,68405
CUs33.wavefronts23,231443,64506
CUs33.wavefronts24,0,0
CUs33.wavefronts25,0,0
CUs33.wavefronts26,0,0
CUs33.wavefronts27,0,0
CUs33.wavefronts28,0,0
CUs33.wavefronts29,0,0
CUs33.wavefronts30,235861,61498
CUs33.wavefronts31,229675,55862
CUs33.wavefronts32,229520,56934
CUs33.wavefronts33,236261,62256
CUs33.wavefronts34,0,0
CUs33.wavefronts35,0,0
CUs33.wavefronts36,0,0
CUs33.wavefronts37,0,0
CUs33.wavefronts38,0,0
CUs33.wavefronts39,0,0
CUs34.wavefronts0,222140,57940
CUs34.wavefronts1,223743,55108
CUs34.wavefronts2,219658,54372
CUs34.wavefronts3,219790,55745
CUs34.wavefronts4,0,0
CUs34.wavefronts5,0,0
CUs34.wavefronts6,0,0
CUs34.wavefronts7,0,0
CUs34.wavefronts8,0,0
CUs34.wavefronts9,0,0
CUs34.wavefronts10,222470,65063
CUs34.wavefronts11,217410,59757
CUs34.wavefronts12,213632,58982
CUs34.wavefronts13,213512,61241
CUs34.wavefronts14,0,0
CUs34.wavefronts15,0,0
CUs34.wavefronts16,0,0
CUs34.wavefronts17,0,0
CUs34.wavefronts18,0,0
CUs34.wavefronts19,0,0
CUs34.wavefronts20,229258,64896
CUs34.wavefronts21,236587,68079
CUs34.wavefronts22,236722,68405
CUs34.wavefronts23,231443,64506
CUs34.wavefronts24,0,0
CUs34.wavefronts25,0,0
CUs34.wavefronts26,0,0
CUs34.wavefronts27,0,0
CUs34.wavefronts28,0,0
CUs34.wavefronts29,0,0
CUs34.wavefronts30,235830,61350
CUs34.wavefronts31,229675,55862
CUs34.wavefronts32,229520,56934
CUs34.wavefronts33,236261,62256
CUs34.wavefronts34,0,0
CUs34.wavefronts35,0,0
CUs34.wavefronts36,0,0
CUs34.wavefronts37,0,0
CUs34.wavefronts38,0,0
CUs34.wavefronts39,0,0
CUs35.wavefronts0,219979,58041
CUs35.wavefronts1,221291,55107
CUs35.wavefronts2,217186,54371
CUs35.wavefronts3,217326,55744
CUs35.wavefronts4,0,0
CUs35.wavefronts5,0,0
CUs35.wavefronts6,0,0
CUs35.wavefronts7,0,0
CUs35.wavefronts8,0,0
CUs35.wavefronts9,0,0
CUs35.wavefronts10,231169,65080
CUs35.wavefronts11,226104,59867
CUs35.wavefronts12,222326,59092
CUs35.wavefronts13,222206,61351
CUs35.wavefronts14,0,0
CUs35.wavefronts15,0,0
CUs35.wavefronts16,0,0
CUs35.wavefronts17,0,0
CUs35.wavefronts18,0,0
CUs35.wavefronts19,0,0
CUs35.wavefronts20,224174,65459
CUs35.wavefronts21,236819,68191
CUs35.wavefronts22,236941,68522
CUs35.wavefronts23,224439,64255
CUs35.wavefronts24,0,0
CUs35.wavefronts25,0,0
CUs35.wavefronts26,0,0
CUs35.wavefronts27,0,0
CUs35.wavefronts28,0,0
CUs35.wavefronts29,0,0
CUs35.wavefronts30,228059,61997
CUs35.wavefronts31,221768,56306
CUs35.wavefronts32,221624,57382
CUs35.wavefronts33,231693,62474
CUs35.wavefronts34,0,0
CUs35.wavefronts35,0,0
CUs35.wavefronts36,0,0
CUs35.wavefronts37,0,0
CUs35.wavefronts38,0,0
CUs35.wavefronts39,0,0
CUs36.wavefronts0,218136,55739
CUs36.wavefronts1,220600,52897
CUs36.wavefronts2,216495,52146
CUs36.wavefronts3,218243,53515
CUs36.wavefronts4,0,0
CUs36.wavefronts5,0,0
CUs36.wavefronts6,0,0
CUs36.wavefronts7,0,0
CUs36.wavefronts8,0,0
CUs36.wavefronts9,0,0
CUs36.wavefronts10,233664,59347
CUs36.wavefronts11,227924,53168
CUs36.wavefronts12,224147,52310
CUs36.wavefronts13,224036,54557
CUs36.wavefronts14,0,0
CUs36.wavefronts15,0,0
CUs36.wavefronts16,0,0
CUs36.wavefronts17,0,0
CUs36.wavefronts18,0,0
CUs36.wavefronts19,0,0
CUs36.wavefronts20,234408,63441
CUs36.wavefronts21,236394,62515
CUs36.wavefronts22,241167,62847
CUs36.wavefronts23,222644,60630
CUs36.wavefronts24,0,0
CUs36.wavefronts25,0,0
CUs36.wavefronts26,0,0
CUs36.wavefronts27,0,0
CUs36.wavefronts28,0,0
CUs36.wavefronts29,0,0
CUs36.wavefronts30,241893,60458
CUs36.wavefronts31,235898,54953
CUs36.wavefronts32,235751,56117
CUs36.wavefronts33,243188,56446
CUs36.wavefronts34,0,0
CUs36.wavefronts35,0,0
CUs36.wavefronts36,0,0
CUs36.wavefronts37,0,0
CUs36.wavefronts38,0,0
CUs36.wavefronts39,0,0
CUs37.wavefronts0,218263,55239
CUs37.wavefronts1,220600,52973
CUs37.wavefronts2,216495,52222
CUs37.wavefronts3,218243,54103
CUs37.wavefronts4,0,0
CUs37.wavefronts5,0,0
CUs37.wavefronts6,0,0
CUs37.wavefronts7,0,0
CUs37.wavefronts8,0,0
CUs37.wavefronts9,0,0
CUs37.wavefronts10,233634,58945
CUs37.wavefronts11,227924,54061
CUs37.wavefronts12,224147,53205
CUs37.wavefronts13,224036,55449
CUs37.wavefronts14,0,0
CUs37.wavefronts15,0,0
CUs37.wavefronts16,0,0
CUs37.wavefronts17,0,0
CUs37.wavefronts18,0,0
CUs37.wavefronts19,0,0
CUs37.wavefronts20,234417,61088
CUs37.wavefronts21,236394,59938
CUs37.wavefronts22,241167,60222
CUs37.wavefronts23,222644,58815
CUs37.wavefronts24,0,0
CUs37.wavefronts25,0,0
CUs37.wavefronts26,0,0
CUs37.wavefronts27,0,0
CUs37.wavefronts28,0,0
CUs37.wavefronts29,0,0
CUs37.wavefronts30,241935,60506
CUs37.wavefronts31,235898,54883
CUs37.wavefronts32,235751,54641
CUs37.wavefronts33,243188,54910
CUs37.wavefronts34,0,0
CUs37.wavefronts35,0,0
CUs37.wavefronts36,0,0
CUs37.wavefronts37,0,0
CUs37.wavefronts38,0,0
CUs37.wavefronts39,0,0
CUs38.wavefronts0,218933,55178
CUs38.wavefronts1,221167,52973
CUs38.wavefronts2,217054,52222
CUs38.wavefronts3,220528,54103
CUs38.wavefronts4,0,0
CUs38.wavefronts5,0,0
CUs38.wavefronts6,0,0
CUs38.wavefronts7,0,0
CUs38.wavefronts8,0,0
CUs38.wavefronts9,0,0
CUs38.wavefronts10,233368,58902
CUs38.wavefronts11,227815,54061
CUs38.wavefronts12,224038,53205
CUs38.wavefronts13,223927,55449
CUs38.wavefronts14,0,0
CUs38.wavefronts15,0,0
CUs38.wavefronts16,0,0
CUs38.wavefronts17,0,0
CUs38.wavefronts18,0,0
CUs38.wavefronts19,0,0
CUs38.wavefronts20,228093,61065
CUs38.wavefronts21,235797,59938
CUs38.wavefronts22,240562,60222
CUs38.wavefronts23,222027,58815
CUs38.wavefronts24,0,0
CUs38.wavefronts25,0,0
CUs38.wavefronts26,0,0
CUs38.wavefronts27,0,0
CUs38.wavefronts28,0,0
CUs38.wavefronts29,0,0
CUs38.wavefronts30,237168,60605
CUs38.wavefronts31,231153,54883
CUs38.wavefronts32,231006,54641
CUs38.wavefronts33,241004,54910
CUs38.wavefronts34,0,0
CUs38.wavefronts35,0,0
CUs38.wavefronts36,0,0
CUs38.wavefronts37,0,0
CUs38.wavefronts38,0,0
CUs38.wavefronts39,0,0
CUs39.wavefronts0,220325,56954
CUs39.wavefronts1,222278,54114
CUs39.wavefronts2,218173,53363
CUs39.wavefronts3,221097,54732
CUs39.wavefronts4,0,0
CUs39.wavefronts5,0,0
CUs39.wavefronts6,0,0
CUs39.wavefronts7,0,0
CUs39.wavefronts8,0,0
CUs39.wavefronts9,0,0
CUs39.wavefronts10,234197,61922
CUs39.wavefronts11,228658,55639
CUs39.wavefronts12,224873,54785
CUs39.wavefronts13,224745,57032
CUs39.wavefronts14,0,0
CUs39.wavefronts15,0,0
CUs39.wavefronts16,0,0
CUs39.wavefronts17,0,0
CUs39.wavefronts18,0,0
CUs39.wavefronts19,0,0
CUs39.wavefronts20,231789,62292
CUs39.wavefronts21,241526,63965
CUs39.wavefronts22,241645,64301
CUs39.wavefronts23,227107,61012
CUs39.wavefronts24,0,0
CUs39.wavefronts25,0,0
CUs39.wavefronts26,0,0
CUs39.wavefronts27,0,0
CUs39.wavefronts28,0,0
CUs39.wavefronts29,0,0
CUs39.wavefronts30,237096,59433
CUs39.wavefronts31,230906,53736
CUs39.wavefronts32,230754,54912
CUs39.wavefronts33,244807,56444
CUs39.wavefronts34,0,0
CUs39.wavefronts35,0,0
CUs39.wavefronts36,0,0
CUs39.wavefronts37,0,0
CUs39.wavefronts38,0,0
CUs39.wavefronts39,0,0
