CU,clock,Cycles,IPC,IPC_delta,CPI,CPI_delta,Frequency,Voltage,EDP,ED2P,Sensitivity
6,11913113000000,22000,0.0207273,0.03,48.2456,33.3333,4000000000,1.0,120000000.0,3600000.0,30.0
6,11913114000000,26000,0.018,0.003,55.5556,333.333,4000000000,1.0,12000000.0,36000.0,3.0
6,11913115000000,30000,0.021,0.0405,47.619,24.6914,4000000000,1.0,162000000.0,6561000.0,40.5
6,11913116000000,34000,0.0345294,0.136,28.9608,7.35294,4000000000,1.0,544000000.0,73984000.0,136.0
6,11913117000000,38000,0.0360789,0.04925,27.717,20.3046,4000000000,1.0,197000000.0,9702250.0,49.25
6,11913118000000,42000,0.0343571,0.018,29.106,55.5556,4000000000,1.0,72000000.0,1296000.0,18.0
6,11913119000000,43000,0.0340233,0.02,29.3917,50.0,1000000000,0.8,16000000.0,320000.0,20.0
6,11913120000000,44000,0.0343409,0.048,29.1198,20.8333,1000000000,0.8,38400000.0,1843200.0,48.0
6,11913121000000,48000,0.0328125,0.016,30.4762,62.5,4000000000,1.0,64000000.0,1024000.0,16.0
6,11913122000000,49000,0.032551,0.02,30.721,50.0,1000000000,0.8,16000000.0,320000.0,20.0
6,11913123000000,50000,0.03288,0.049,30.4136,20.4082,1000000000,0.8,39200000.0,1920800.0,49.0
6,11913124000000,54000,0.031537,0.01475,31.7087,67.7966,4000000000,1.0,59000000.0,870250.0,14.75
6,11913125000000,55000,0.0317818,0.045,31.4645,22.2222,1000000000,0.8,36000000.0,1620000.0,45.0
6,11913126000000,59000,0.0299492,0.00475,33.3899,210.526,4000000000,1.0,19000000.0,90250.0,4.75
6,11913127000000,63000,0.0283651,0.005,35.2546,200.0,4000000000,1.0,20000000.0,100000.0,5.0
6,11913128000000,67000,0.0273582,0.0115,36.5521,86.9565,4000000000,1.0,46000000.0,529000.0,11.5
6,11913129000000,71000,0.0266901,0.0155,37.467,64.5161,4000000000,1.0,62000000.0,961000.0,15.5
6,11913130000000,75000,0.0258533,0.011,38.6797,90.9091,4000000000,1.0,44000000.0,484000.0,11.0
6,11913131000000,79000,0.0251646,0.01225,39.7384,81.6327,4000000000,1.0,49000000.0,600250.0,12.25
6,11913132000000,81358,0.0246319,0.00678541,40.5978,147.375,4000000000,1.0,27141600.0,184167.0,4.0
7,11913101000000,1000,0.016,0.016,62.5,62.5,1000000000,0.8,12800000.0,204800.0,16.0
7,11913102000000,2000,0.024,0.032,41.6667,31.25,1000000000,0.8,25600000.0,819200.0,32.0
7,11913103000000,3000,0.0213333,0.016,46.875,62.5,1000000000,0.8,12800000.0,204800.0,16.0
7,11913104000000,4000,0.024,0.032,41.6667,31.25,1000000000,0.8,25600000.0,819200.0,32.0
7,11913105000000,5000,0.0194,0.001,51.5464,1000.0,1000000000,0.8,800000.0,800.0,1.0
7,11913106000000,6000,0.0186667,0.015,53.5714,66.6667,1000000000,0.8,12000000.0,180000.0,15.0
7,11913107000000,7000,0.0205714,0.032,48.6111,31.25,1000000000,0.8,25600000.0,819200.0,32.0
7,11913108000000,8000,0.02,0.016,50.0,62.5,1000000000,0.8,12800000.0,204800.0,16.0
7,11913109000000,9000,0.0213333,0.032,46.875,31.25,1000000000,0.8,25600000.0,819200.0,32.0
7,11913110000000,13000,0.0156923,0.003,63.7255,333.333,4000000000,1.0,12000000.0,36000.0,3.0
7,11913111000000,17000,0.0190588,0.03,52.4691,33.3333,4000000000,1.0,120000000.0,3600000.0,30.0
7,11913112000000,18000,0.0186667,0.012,53.5714,83.3333,1000000000,0.8,9600000.0,115200.0,12.0
7,11913113000000,22000,0.0207273,0.03,48.2456,33.3333,4000000000,1.0,120000000.0,3600000.0,30.0
7,11913114000000,26000,0.018,0.003,55.5556,333.333,4000000000,1.0,12000000.0,36000.0,3.0
7,11913115000000,30000,0.021,0.0405,47.619,24.6914,4000000000,1.0,162000000.0,6561000.0,40.5
7,11913116000000,34000,0.0345294,0.136,28.9608,7.35294,4000000000,1.0,544000000.0,73984000.0,136.0
7,11913117000000,38000,0.0360789,0.04925,27.717,20.3046,4000000000,1.0,197000000.0,9702250.0,49.25
7,11913118000000,42000,0.0343571,0.018,29.106,55.5556,4000000000,1.0,72000000.0,1296000.0,18.0
7,11913119000000,43000,0.0340233,0.02,29.3917,50.0,1000000000,0.8,16000000.0,320000.0,20.0
7,11913120000000,44000,0.0343409,0.048,29.1198,20.8333,1000000000,0.8,38400000.0,1843200.0,48.0
7,11913121000000,48000,0.0318958,0.005,31.3521,200.0,4000000000,1.0,20000000.0,100000.0,5.0
7,11913122000000,49000,0.032551,0.064,30.721,15.625,1000000000,0.8,51200000.0,3276800.0,64.0
7,11913123000000,50000,0.03256,0.033,30.7125,30.303,1000000000,0.8,26400000.0,871200.0,33.0
7,11913124000000,54000,0.031537,0.01875,31.7087,53.3333,4000000000,1.0,75000000.0,1406250.0,18.75
7,11913125000000,55000,0.0312545,0.016,31.9953,62.5,1000000000,0.8,12800000.0,204800.0,16.0
7,11913126000000,59000,0.0296271,0.00725,33.7529,137.931,4000000000,1.0,29000000.0,210250.0,7.25
7,11913127000000,63000,0.0283651,0.00975,35.2546,102.564,4000000000,1.0,39000000.0,380250.0,9.75
7,11913128000000,67000,0.0271642,0.00825,36.8132,121.212,4000000000,1.0,33000000.0,272250.0,8.25
7,11913129000000,71000,0.0266901,0.01875,37.467,53.3333,4000000000,1.0,75000000.0,1406250.0,18.75
