CU,clock,Cycles,IPC,CPI,CPI_delta,ED2P,EDP,Frequency,IPC_delta,Sensitivity,Voltage
10,20118819000000,76000,0.0134211,74.5098,31.746,6.29882e-17,7.93651e-09,4e+09,0.0315,0,1
10,20118820000000,80000,0.0187875,53.2269,8.28157,4.28653e-18,2.07039e-09,4e+09,0.12075,0,1
10,20118821000000,84000,0.0190476,52.5,41.2371,1.06281e-16,1.03093e-08,4e+09,0.02425,0,1
10,20118822000000,88000,0.0183636,54.4554,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
10,20118823000000,92000,0.018087,55.2885,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
10,20118824000000,96000,0.0175,57.1429,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
10,20118825000000,100000,0.01712,58.4112,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
10,20118826000000,104000,0.0164615,60.7477,0,0,0,4e+09,0,0,1
10,20118827000000,108000,0.016,62.5,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
10,20118828000000,112000,0.0157143,63.6364,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
10,20118829000000,113000,0.0157168,63.6261,62.5,2.5e-15,4e-08,1e+09,0.016,0,0.8
10,20118830000000,117000,0.015453,64.7124,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
10,20118831000000,121000,0.0150744,66.3377,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
10,20118832000000,125000,0.014848,67.3491,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
10,20118833000000,129000,0.0145116,68.9103,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
10,20118834000000,133000,0.0143158,69.8529,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
10,20118835000000,137000,0.0140146,71.3542,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
10,20118836000000,141000,0.013844,72.2336,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
10,20118837000000,145000,0.0134621,74.2828,0,0,0,4e+09,0,0,1
10,20118838000000,149000,0.0132081,75.7114,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
10,20118839000000,153000,0.0130719,76.5,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
10,20118840000000,157000,0.0128408,77.877,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
10,20118841000000,161000,0.0127205,78.6133,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
10,20118842000000,165000,0.0125091,79.9419,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
10,20118843000000,169000,0.0124024,80.6298,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
10,20118844000000,173000,0.0122081,81.9129,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
10,20118845000000,177000,0.012113,82.556,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
10,20118846000000,181000,0.0119116,83.9518,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
10,20118847000000,185000,0.0123027,81.283,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
10,20118848000000,189000,0.0120688,82.8584,800,4e-14,2e-07,4e+09,0.00125,0,1
10,20118849000000,193000,0.0118549,84.3531,571.429,2.04082e-14,1.42857e-07,4e+09,0.00175,0,1
10,20118850000000,197000,0.0122234,81.8106,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
10,20118851000000,201000,0.0120398,83.0579,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
10,20118852000000,205000,0.0125951,79.3958,24.6914,3.81039e-17,6.17284e-09,4e+09,0.0405,0,1
10,20118853000000,209000,0.0149091,67.0732,7.49064,3.50685e-18,1.87266e-09,4e+09,0.1335,0,1
10,20118854000000,213000,0.0148545,67.3198,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
10,20118855000000,217000,0.0146544,68.239,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
10,20118856000000,221000,0.0145339,68.8045,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
10,20118857000000,225000,0.0143467,69.7026,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
10,20118858000000,229000,0.0143057,69.9023,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
10,20118859000000,233000,0.0141974,70.4353,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
10,20118860000000,237000,0.0141603,70.6198,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
10,20118861000000,241000,0.0139917,71.4709,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
10,20118862000000,245000,0.0139592,71.6374,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
10,20118863000000,249000,0.0138635,72.1321,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
10,20118864000000,253000,0.013834,72.2857,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
10,20118865000000,257000,0.0136654,73.1777,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
10,20118866000000,261000,0.0135326,73.8958,200,2.5e-15,5e-08,4e+09,0.005,0,1
10,20118867000000,265000,0.0133283,75.0283,0,0,0,4e+09,0,0,1
10,20118868000000,265236,0.0133315,75.0102,59,2.17562e-16,1.475e-08,4e+09,0.0169492,0,1
10,20118869000000,265236,0.0133315,75.0102,0,0,0,4e+09,-nan,0,1
11,20118801000000,4000,0.008,125,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
11,20118802000000,8000,0.006,166.667,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
11,20118803000000,12000,0.00933333,107.143,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
11,20118804000000,16000,0.008,125,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
11,20118805000000,20000,0.0064,156.25,0,0,0,4e+09,0,0,1
11,20118806000000,24000,0.00733333,136.364,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
11,20118807000000,28000,0.00685714,145.833,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
11,20118808000000,32000,0.007,142.857,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
11,20118809000000,36000,0.00666667,150,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
11,20118810000000,40000,0.0076,131.579,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
11,20118811000000,44000,0.00725,137.931,266.667,4.44444e-15,6.66667e-08,4e+09,0.00375,0,1
11,20118812000000,48000,0.00941667,106.195,30.0752,5.65323e-17,7.5188e-09,4e+09,0.03325,0,1
11,20118813000000,52000,0.00892308,112.069,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
11,20118814000000,56000,0.0104286,95.8904,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
11,20118815000000,60000,0.00993333,100.671,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
11,20118816000000,64000,0.0111875,89.3855,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
11,20118817000000,68000,0.0107059,93.4066,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
11,20118818000000,72000,0.0124167,80.5369,24.0964,3.62897e-17,6.0241e-09,4e+09,0.0415,0,1
11,20118819000000,76000,0.0134211,74.5098,31.746,6.29882e-17,7.93651e-09,4e+09,0.0315,0,1
11,20118820000000,80000,0.0187875,53.2269,8.28157,4.28653e-18,2.07039e-09,4e+09,0.12075,0,1
11,20118821000000,84000,0.0190476,52.5,41.2371,1.06281e-16,1.03093e-08,4e+09,0.02425,0,1
11,20118822000000,88000,0.0183636,54.4554,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
11,20118823000000,92000,0.018087,55.2885,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
11,20118824000000,96000,0.0175,57.1429,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
11,20118825000000,100000,0.01712,58.4112,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
11,20118826000000,104000,0.0164615,60.7477,0,0,0,4e+09,0,0,1
11,20118827000000,108000,0.016,62.5,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
11,20118828000000,112000,0.0157143,63.6364,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
11,20118829000000,113000,0.0157168,63.6261,62.5,2.5e-15,4e-08,1e+09,0.016,0,0.8
11,20118830000000,117000,0.015453,64.7124,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
11,20118831000000,121000,0.0150744,66.3377,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
11,20118832000000,125000,0.014848,67.3491,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
11,20118833000000,129000,0.0145116,68.9103,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
11,20118834000000,133000,0.0143158,69.8529,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
11,20118835000000,137000,0.0140146,71.3542,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
11,20118836000000,141000,0.013844,72.2336,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
11,20118837000000,145000,0.0134621,74.2828,0,0,0,4e+09,0,0,1
11,20118838000000,149000,0.0132081,75.7114,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
11,20118839000000,153000,0.0130719,76.5,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
11,20118840000000,157000,0.0128408,77.877,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
11,20118841000000,161000,0.0127205,78.6133,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
11,20118842000000,165000,0.0125091,79.9419,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
11,20118843000000,169000,0.0124024,80.6298,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
11,20118844000000,173000,0.0122081,81.9129,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
11,20118845000000,177000,0.012113,82.556,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
11,20118846000000,181000,0.0119116,83.9518,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
11,20118847000000,185000,0.0123027,81.283,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
11,20118848000000,189000,0.0120688,82.8584,800,4e-14,2e-07,4e+09,0.00125,0,1
11,20118849000000,193000,0.0118549,84.3531,571.429,2.04082e-14,1.42857e-07,4e+09,0.00175,0,1
11,20118850000000,197000,0.0122234,81.8106,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
11,20118851000000,201000,0.0120398,83.0579,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
11,20118852000000,205000,0.0125951,79.3958,24.6914,3.81039e-17,6.17284e-09,4e+09,0.0405,0,1
11,20118853000000,209000,0.0149091,67.0732,7.49064,3.50685e-18,1.87266e-09,4e+09,0.1335,0,1
11,20118854000000,213000,0.0149296,66.9811,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
11,20118855000000,217000,0.0147834,67.6434,142.857,1.27551e-15,3.57143e-08,4e+09,0.007,0,1
11,20118856000000,221000,0.0145339,68.8045,1000,6.25e-14,2.5e-07,4e+09,0.001,0,1
11,20118857000000,225000,0.0144889,69.0184,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
11,20118858000000,229000,0.0143057,69.9023,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
11,20118859000000,233000,0.0142661,70.0963,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
11,20118860000000,237000,0.0141603,70.6198,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
11,20118861000000,241000,0.0141245,70.7991,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
11,20118862000000,245000,0.0139592,71.6374,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
11,20118863000000,249000,0.0139116,71.8822,90.9091,5.16529e-16,2.27273e-08,4e+09,0.011,0,1
11,20118864000000,253000,0.013834,72.2857,111.111,7.71605e-16,2.77778e-08,4e+09,0.009,0,1
11,20118865000000,257000,0.0137432,72.7633,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
11,20118866000000,260492,0.0135743,73.6686,873,4.76331e-14,2.1825e-07,4e+09,0.00114548,0,1
11,20118867000000,260492,0.0135743,73.6686,0,0,0,4e+09,-nan,0,1
11,20118868000000,260492,0.0135743,73.6686,0,0,0,4e+09,-nan,0,1
11,20118869000000,260492,0.0135743,73.6686,0,0,0,4e+09,-nan,0,1
12,20118801000000,4000,0.00725,137.931,137.931,1.18906e-15,3.44828e-08,4e+09,0.00725,0,1
12,20118802000000,8000,0.004,250,1333.33,1.11111e-13,3.33333e-07,4e+09,0.00075,0,1
12,20118803000000,12000,0.004,250,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118804000000,16000,0.007,142.857,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
12,20118805000000,20000,0.0064,156.25,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118806000000,24000,0.00733333,136.364,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
12,20118807000000,28000,0.00685714,145.833,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118808000000,32000,0.007,142.857,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
12,20118809000000,36000,0.00666667,150,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118810000000,40000,0.0076,131.579,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
12,20118811000000,44000,0.00725,137.931,266.667,4.44444e-15,6.66667e-08,4e+09,0.00375,0,1
12,20118812000000,48000,0.00941667,106.195,30.0752,5.65323e-17,7.5188e-09,4e+09,0.03325,0,1
12,20118813000000,52000,0.00892308,112.069,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
12,20118814000000,56000,0.0104286,95.8904,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
12,20118815000000,60000,0.00993333,100.671,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
12,20118816000000,64000,0.011125,89.8876,34.4828,7.43163e-17,8.62069e-09,4e+09,0.029,0,1
12,20118817000000,68000,0.0107059,93.4066,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118818000000,72000,0.0112778,88.67,47.619,1.41723e-16,1.19048e-08,4e+09,0.021,0,1
12,20118819000000,76000,0.0129211,77.3931,23.5294,3.46021e-17,5.88235e-09,4e+09,0.0425,0,1
12,20118820000000,80000,0.0187875,53.2269,7.67754,3.68404e-18,1.91939e-09,4e+09,0.13025,0,1
12,20118821000000,84000,0.0190476,52.5,41.2371,1.06281e-16,1.03093e-08,4e+09,0.02425,0,1
12,20118822000000,88000,0.0183636,54.4554,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118823000000,92000,0.018087,55.2885,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
12,20118824000000,96000,0.0175,57.1429,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118825000000,100000,0.01712,58.4112,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
12,20118826000000,104000,0.0166154,60.1852,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118827000000,108000,0.0162963,61.3636,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
12,20118828000000,112000,0.0158571,63.0631,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118829000000,113000,0.016,62.5,31.25,6.25e-16,2e-08,1e+09,0.032,0,0.8
12,20118830000000,117000,0.0155897,64.1447,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118831000000,121000,0.0150909,66.2651,2000,2.5e-13,5e-07,4e+09,0.0005,0,1
12,20118832000000,125000,0.014848,67.3491,133.333,1.11111e-15,3.33333e-08,4e+09,0.0075,0,1
12,20118833000000,129000,0.0145116,68.9103,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118834000000,133000,0.0143158,69.8529,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
12,20118835000000,137000,0.0140146,71.3542,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118836000000,141000,0.013844,72.2336,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
12,20118837000000,145000,0.0135724,73.6789,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118838000000,149000,0.0134228,74.5,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
12,20118839000000,153000,0.0131765,75.8929,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118840000000,157000,0.0130446,76.6602,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
12,20118841000000,161000,0.0128199,78.0039,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118842000000,165000,0.012703,78.7214,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
12,20118843000000,169000,0.012497,80.0189,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118844000000,173000,0.0123931,80.6903,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
12,20118845000000,177000,0.0121808,82.0965,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
12,20118846000000,181000,0.0125746,79.5255,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
12,20118847000000,185000,0.0123676,80.8566,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
12,20118848000000,189000,0.0127196,78.619,34.4828,7.43163e-17,8.62069e-09,4e+09,0.029,0,1
12,20118849000000,193000,0.0125389,79.7521,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118850000000,197000,0.0123553,80.9367,285.714,5.10204e-15,7.14286e-08,4e+09,0.0035,0,1
12,20118851000000,201000,0.0128458,77.8466,27.027,4.56538e-17,6.75676e-09,4e+09,0.037,0,1
12,20118852000000,205000,0.0162098,61.6912,5.39811,1.82122e-18,1.34953e-09,4e+09,0.18525,0,1
12,20118853000000,209000,0.016244,61.5611,55.5556,1.92901e-16,1.38889e-08,4e+09,0.018,0,1
12,20118854000000,213000,0.0160329,62.3719,200,2.5e-15,5e-08,4e+09,0.005,0,1
12,20118855000000,217000,0.0160507,62.3026,58.8235,2.16263e-16,1.47059e-08,4e+09,0.017,0,1
12,20118856000000,221000,0.0159593,62.6595,90.9091,5.16529e-16,2.27273e-08,4e+09,0.011,0,1
12,20118857000000,225000,0.0158844,62.9547,85.1064,4.52694e-16,2.12766e-08,4e+09,0.01175,0,1
12,20118858000000,229000,0.0157031,63.6819,181.818,2.06612e-15,4.54545e-08,4e+09,0.0055,0,1
12,20118859000000,233000,0.0157554,63.4704,53.3333,1.77778e-16,1.33333e-08,4e+09,0.01875,0,1
12,20118860000000,237000,0.015692,63.7268,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
12,20118861000000,241000,0.0156515,63.8918,75.4717,3.55999e-16,1.88679e-08,4e+09,0.01325,0,1
12,20118862000000,245000,0.0154612,64.6779,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
12,20118863000000,249000,0.015502,64.5078,55.5556,1.92901e-16,1.38889e-08,4e+09,0.018,0,1
12,20118864000000,253000,0.0154308,64.8053,90.9091,5.16529e-16,2.27273e-08,4e+09,0.011,0,1
12,20118865000000,257000,0.0153619,65.0963,90.9091,5.16529e-16,2.27273e-08,4e+09,0.011,0,1
12,20118866000000,260330,0.0151961,65.8064,416.25,1.0829e-14,1.04062e-07,4e+09,0.0024024,0,1
12,20118867000000,260330,0.0151961,65.8064,0,0,0,4e+09,-nan,0,1
12,20118868000000,260330,0.0151961,65.8064,0,0,0,4e+09,-nan,0,1
12,20118869000000,260330,0.0151961,65.8064,0,0,0,4e+09,-nan,0,1
13,20118801000000,4000,0.00725,137.931,137.931,1.18906e-15,3.44828e-08,4e+09,0.00725,0,1
13,20118802000000,8000,0.004,250,1333.33,1.11111e-13,3.33333e-07,4e+09,0.00075,0,1
13,20118803000000,12000,0.004,250,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118804000000,16000,0.007,142.857,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
13,20118805000000,20000,0.0064,156.25,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118806000000,24000,0.00733333,136.364,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
13,20118807000000,28000,0.00685714,145.833,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118808000000,32000,0.007,142.857,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
13,20118809000000,36000,0.00666667,150,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118810000000,40000,0.0076,131.579,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
13,20118811000000,44000,0.00725,137.931,266.667,4.44444e-15,6.66667e-08,4e+09,0.00375,0,1
13,20118812000000,48000,0.00941667,106.195,30.0752,5.65323e-17,7.5188e-09,4e+09,0.03325,0,1
13,20118813000000,52000,0.00892308,112.069,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
13,20118814000000,56000,0.0104286,95.8904,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
13,20118815000000,60000,0.00993333,100.671,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
13,20118816000000,64000,0.011125,89.8876,34.4828,7.43163e-17,8.62069e-09,4e+09,0.029,0,1
13,20118817000000,68000,0.0107059,93.4066,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118818000000,72000,0.0112778,88.67,47.619,1.41723e-16,1.19048e-08,4e+09,0.021,0,1
13,20118819000000,76000,0.0129211,77.3931,23.5294,3.46021e-17,5.88235e-09,4e+09,0.0425,0,1
13,20118820000000,80000,0.0187875,53.2269,7.67754,3.68404e-18,1.91939e-09,4e+09,0.13025,0,1
13,20118821000000,84000,0.0190476,52.5,41.2371,1.06281e-16,1.03093e-08,4e+09,0.02425,0,1
13,20118822000000,88000,0.0183636,54.4554,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118823000000,92000,0.018087,55.2885,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
13,20118824000000,96000,0.0175,57.1429,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118825000000,100000,0.01712,58.4112,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
13,20118826000000,104000,0.0166154,60.1852,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118827000000,108000,0.0162963,61.3636,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
13,20118828000000,112000,0.0158571,63.0631,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118829000000,113000,0.016,62.5,31.25,6.25e-16,2e-08,1e+09,0.032,0,0.8
13,20118830000000,117000,0.0155897,64.1447,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118831000000,121000,0.0150909,66.2651,2000,2.5e-13,5e-07,4e+09,0.0005,0,1
13,20118832000000,125000,0.014848,67.3491,133.333,1.11111e-15,3.33333e-08,4e+09,0.0075,0,1
13,20118833000000,129000,0.0145116,68.9103,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118834000000,133000,0.0143158,69.8529,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
13,20118835000000,137000,0.0140146,71.3542,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118836000000,141000,0.013844,72.2336,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
13,20118837000000,145000,0.0135724,73.6789,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118838000000,149000,0.0134228,74.5,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
13,20118839000000,153000,0.0131765,75.8929,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118840000000,157000,0.0130446,76.6602,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
13,20118841000000,161000,0.0128199,78.0039,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118842000000,165000,0.012703,78.7214,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
13,20118843000000,169000,0.012497,80.0189,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118844000000,173000,0.0123931,80.6903,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
13,20118845000000,177000,0.0121808,82.0965,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
13,20118846000000,181000,0.0125746,79.5255,33.3333,6.94444e-17,8.33333e-09,4e+09,0.03,0,1
13,20118847000000,185000,0.0123676,80.8566,333.333,6.94444e-15,8.33333e-08,4e+09,0.003,0,1
13,20118848000000,189000,0.0127196,78.619,34.4828,7.43163e-17,8.62069e-09,4e+09,0.029,0,1
13,20118849000000,193000,0.0125389,79.7521,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118850000000,197000,0.0123553,80.9367,285.714,5.10204e-15,7.14286e-08,4e+09,0.0035,0,1
13,20118851000000,201000,0.0128458,77.8466,27.027,4.56538e-17,6.75676e-09,4e+09,0.037,0,1
13,20118852000000,205000,0.0162098,61.6912,5.39811,1.82122e-18,1.34953e-09,4e+09,0.18525,0,1
13,20118853000000,209000,0.016244,61.5611,55.5556,1.92901e-16,1.38889e-08,4e+09,0.018,0,1
13,20118854000000,213000,0.0160329,62.3719,200,2.5e-15,5e-08,4e+09,0.005,0,1
13,20118855000000,217000,0.0160507,62.3026,58.8235,2.16263e-16,1.47059e-08,4e+09,0.017,0,1
13,20118856000000,221000,0.0159593,62.6595,90.9091,5.16529e-16,2.27273e-08,4e+09,0.011,0,1
13,20118857000000,225000,0.0158844,62.9547,85.1064,4.52694e-16,2.12766e-08,4e+09,0.01175,0,1
13,20118858000000,229000,0.0157031,63.6819,181.818,2.06612e-15,4.54545e-08,4e+09,0.0055,0,1
13,20118859000000,233000,0.0157554,63.4704,53.3333,1.77778e-16,1.33333e-08,4e+09,0.01875,0,1
13,20118860000000,237000,0.015692,63.7268,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
13,20118861000000,241000,0.0156515,63.8918,75.4717,3.55999e-16,1.88679e-08,4e+09,0.01325,0,1
13,20118862000000,245000,0.0154612,64.6779,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
13,20118863000000,249000,0.015502,64.5078,55.5556,1.92901e-16,1.38889e-08,4e+09,0.018,0,1
13,20118864000000,253000,0.0154308,64.8053,90.9091,5.16529e-16,2.27273e-08,4e+09,0.011,0,1
13,20118865000000,257000,0.0153619,65.0963,90.9091,5.16529e-16,2.27273e-08,4e+09,0.011,0,1
13,20118866000000,260330,0.0151961,65.8064,416.25,1.0829e-14,1.04062e-07,4e+09,0.0024024,0,1
13,20118867000000,260330,0.0151961,65.8064,0,0,0,4e+09,-nan,0,1
13,20118868000000,260330,0.0151961,65.8064,0,0,0,4e+09,-nan,0,1
13,20118869000000,260330,0.0151961,65.8064,0,0,0,4e+09,-nan,0,1
14,20118801000000,4000,0.00725,137.931,137.931,1.18906e-15,3.44828e-08,4e+09,0.00725,0,1
14,20118802000000,8000,0.004,250,1333.33,1.11111e-13,3.33333e-07,4e+09,0.00075,0,1
14,20118803000000,12000,0.004,250,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
14,20118804000000,16000,0.007,142.857,62.5,2.44141e-16,1.5625e-08,4e+09,0.016,0,1
14,20118805000000,20000,0.0064,156.25,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
14,20118806000000,24000,0.00733333,136.364,83.3333,4.34028e-16,2.08333e-08,4e+09,0.012,0,1
14,20118807000000,28000,0.00685714,145.833,250,3.90625e-15,6.25e-08,4e+09,0.004,0,1
14,20118808000000,32000,0.007,142.857,125,9.76562e-16,3.125e-08,4e+09,0.008,0,1
