CU,perfLevel,clock,Cycles,IPC,CPI,CPI_delta,ED2P,EDP,Frequency,IPC_delta,Sensitivity,Voltage
0,2,12176018000000,326754,0.121816,8.20907,8.47458,1.11392e+07,9.44e+07,1000000000,0.118,118,0.8
0,1,12176019000000,328754,0.123077,8.12501,3.03951,1.94834e+08,5.922e+08,2000000000,0.329,329,0.9
0,0,12176020000000,332754,0.122018,8.19551,28.5714,4.9e+06,1.4e+08,4000000000,0.035,35,1
0,2,12176021000000,333754,0.123028,8.12825,2.17865,1.68545e+08,3.672e+08,1000000000,0.459,459,0.8
0,0,12176022000000,337754,0.122036,8.19433,25.4777,6.16225e+06,1.57e+08,4000000000,0.03925,39.25,1
0,2,12176023000000,338754,0.122012,8.19593,8.77193,1.03968e+07,9.12e+07,1000000000,0.114,114,0.8
0,2,12176024000000,339754,0.123578,8.09208,1.52905,3.42173e+08,5.232e+08,1000000000,0.654,654,0.8
0,0,12176025000000,343754,0.122617,8.15549,24.3902,6.724e+06,1.64e+08,4000000000,0.041,41,1
0,2,12176026000000,344754,0.122867,8.13886,4.78469,3.49448e+07,1.672e+08,1000000000,0.209,209,0.8
0,0,12176027000000,348754,0.122637,8.15417,9.73236,4.22302e+07,4.11e+08,4000000000,0.10275,102.75,1
0,1,12176028000000,350754,0.122359,8.17265,13.5135,9.8568e+06,1.332e+08,2000000000,0.074,74,0.9
0,2,12176029000000,351754,0.123729,8.08221,1.65563,2.91853e+08,4.832e+08,1000000000,0.604,604,0.8
0,0,12176030000000,355754,0.122798,8.14343,24.3902,6.724e+06,1.64e+08,4000000000,0.041,41,1
0,2,12176031000000,356754,0.122942,8.13393,5.74713,2.42208e+07,1.392e+08,1000000000,0.174,174,0.8
0,0,12176032000000,360754,0.122815,8.14233,8.96861,4.9729e+07,4.46e+08,4000000000,0.1115,111.5,1
0,1,12176033000000,362754,0.122546,8.16021,13.5135,9.8568e+06,1.332e+08,2000000000,0.074,74,0.9
0,2,12176034000000,363754,0.123867,8.0732,1.65837,2.90887e+08,4.824e+08,1000000000,0.603,603,0.8
0,0,12176035000000,367754,0.122968,8.13219,24.2424,6.80625e+06,1.65e+08,4000000000,0.04125,41.25,1
0,2,12176036000000,368754,0.123025,8.12842,6.94444,1.65888e+07,1.152e+08,1000000000,0.144,144,0.8
0,1,12176037000000,370754,0.123602,8.09047,4.34783,9.522e+07,4.14e+08,2000000000,0.23,230,0.9
0,1,12176038000000,372754,0.123379,8.10511,12.1951,1.21032e+07,1.476e+08,2000000000,0.082,82,0.9
0,1,12176039000000,374754,0.124343,8.04228,3.28947,1.66349e+08,5.472e+08,2000000000,0.304,304,0.9
0,0,12176040000000,378754,0.123389,8.10446,29.4118,4.624e+06,1.36e+08,4000000000,0.034,34,1
0,2,12176041000000,379754,0.123896,8.07129,3.16456,7.98848e+07,2.528e+08,1000000000,0.316,316,0.8
0,0,12176042000000,383754,0.123438,8.1012,12.5,2.56e+07,3.2e+08,4000000000,0.08,80,1
0,2,12176043000000,384754,0.123523,8.09565,6.41026,1.94688e+07,1.248e+08,1000000000,0.156,156,0.8
0,1,12176044000000,386754,0.124467,8.03428,3.26797,1.68545e+08,5.508e+08,2000000000,0.306,306,0.9
0,0,12176045000000,390754,0.123592,8.09115,25.641,6.084e+06,1.56e+08,4000000000,0.039,39,1
0,2,12176046000000,391754,0.124318,8.0439,2.45098,1.33171e+08,3.264e+08,1000000000,0.408,408,0.8
0,0,12176047000000,395754,0.123557,8.09346,20.4082,9.604e+06,1.96e+08,4000000000,0.049,49,1
0,2,12176048000000,396754,0.123532,8.09504,8.77193,1.03968e+07,9.12e+07,1000000000,0.114,114,0.8
0,1,12176049000000,397985,0.124834,8.01065,1.83731,5.33219e+08,9.79691e+08,2000000000,0.544273,335,0.9
0,0,12176050000000,397985,0.124834,8.01065,0,-nan,-nan,4000000000,-nan,0,1
0,2,12176051000000,397985,0.124834,8.01065,0,-nan,-nan,1000000000,-nan,0,0.8
0,0,12176052000000,397985,0.124834,8.01065,0,-nan,-nan,4000000000,-nan,0,1
0,2,12176053000000,397985,0.124834,8.01065,0,-nan,-nan,1000000000,-nan,0,0.8
0,2,12176054000000,397985,0.124834,8.01065,0,-nan,-nan,1000000000,-nan,0,0.8
0,0,12176055000000,397985,0.124834,8.01065,0,-nan,-nan,4000000000,-nan,0,1
0,2,12176056000000,397985,0.124834,8.01065,0,-nan,-nan,1000000000,-nan,0,0.8
0,0,12176057000000,397985,0.124834,8.01065,0,-nan,-nan,4000000000,-nan,0,1
1,2,10881501000000,1000,0.016,62.5,62.5,204800,1.28e+07,1000000000,0.016,16,0.8
1,2,12175902000000,54263,0.0898771,11.1263,10.9572,6.66331e+06,7.30113e+07,1000000000,0.0912641,4861,0.8
1,0,12175903000000,58263,0.0837066,11.9465,0,0,0,4000000000,0,0,1
1,2,12175904000000,59263,0.0824967,12.1217,83.3333,115200,9.6e+06,1000000000,0.012,12,0.8
1,2,12175905000000,60263,0.0849941,11.7655,4.29185,4.34312e+07,1.864e+08,1000000000,0.233,233,0.8
1,0,12175906000000,64263,0.0828937,12.0636,19.5122,1.05062e+07,2.05e+08,4000000000,0.05125,51.25,1
1,2,12175907000000,65263,0.0824663,12.1262,18.1818,2.42e+06,4.4e+07,1000000000,0.055,55,0.8
1,0,12175908000000,69263,0.0864675,11.565,6.58979,9.21122e+07,6.07e+08,4000000000,0.15175,151.75,1
1,2,12175909000000,70263,0.0869163,11.5053,8.47458,1.11392e+07,9.44e+07,1000000000,0.118,118,0.8
1,1,12175910000000,72263,0.0936164,10.6819,3.03951,1.94834e+08,5.922e+08,2000000000,0.329,329,0.9
1,0,12175911000000,76263,0.0905419,11.0446,28.5714,4.9e+06,1.4e+08,4000000000,0.035,35,1
1,2,12175912000000,77263,0.0932011,10.7295,3.37838,7.00928e+07,2.368e+08,1000000000,0.296,296,0.8
1,0,12175913000000,81263,0.092699,10.7876,12.0482,2.7556e+07,3.32e+08,4000000000,0.083,83,1
1,2,12175914000000,82263,0.0934199,10.7044,6.57895,1.84832e+07,1.216e+08,1000000000,0.152,152,0.8
1,1,12175915000000,84263,0.0983706,10.1656,3.31126,1.64167e+08,5.436e+08,2000000000,0.302,302,0.9
1,0,12175916000000,88263,0.0956346,10.4565,26.3158,5.776e+06,1.52e+08,4000000000,0.038,38,1
1,2,12175917000000,89263,0.0991004,10.0908,2.46914,1.3122e+08,3.24e+08,1000000000,0.405,405,0.8
1,0,12175918000000,93263,0.0971125,10.2973,18.9573,1.11302e+07,2.11e+08,4000000000,0.05275,52.75,1
1,2,12175919000000,94263,0.0972916,10.2784,8.77193,1.03968e+07,9.12e+07,1000000000,0.114,114,0.8
1,1,12175920000000,96263,0.102189,9.78581,3.003,1.996e+08,5.994e+08,2000000000,0.333,333,0.9
1,0,12175921000000,100263,0.099628,10.0373,26.3158,5.776e+06,1.52e+08,4000000000,0.038,38,1
1,2,12175922000000,101263,0.103058,9.70324,2.23714,1.59847e+08,3.576e+08,1000000000,0.447,447,0.8
1,0,12175923000000,105263,0.100634,9.93703,25.4777,6.16225e+06,1.57e+08,4000000000,0.03925,39.25,1
1,2,12175924000000,106263,0.100759,9.92463,8.77193,1.03968e+07,9.12e+07,1000000000,0.114,114,0.8
1,1,12175925000000,108263,0.10505,9.5193,3.003,1.996e+08,5.994e+08,2000000000,0.333,333,0.9
1,0,12175926000000,112263,0.102661,9.74082,26.3158,5.776e+06,1.52e+08,4000000000,0.038,38,1
1,2,12175927000000,113263,0.105877,9.44488,2.14133,1.74471e+08,3.736e+08,1000000000,0.467,467,0.8
1,0,12175928000000,117263,0.103434,9.66799,29.1971,4.69225e+06,1.37e+08,4000000000,0.03425,34.25,1
1,2,12175929000000,118263,0.103524,9.65964,8.77193,1.03968e+07,9.12e+07,1000000000,0.114,114,0.8
1,1,12175930000000,120263,0.10734,9.31621,3.003,1.996e+08,5.994e+08,2000000000,0.333,333,0.9
1,0,12175931000000,124263,0.105108,9.51405,26.3158,5.776e+06,1.52e+08,4000000000,0.038,38,1
1,2,12175932000000,125263,0.108037,9.25611,2.11864,1.78227e+08,3.776e+08,1000000000,0.472,472,0.8
1,0,12175933000000,129263,0.105715,9.45942,30.303,4.356e+06,1.32e+08,4000000000,0.033,33,1
1,2,12175934000000,130263,0.105778,9.45373,8.77193,1.03968e+07,9.12e+07,1000000000,0.114,114,0.8
1,1,12175935000000,132263,0.109214,9.15632,3.003,1.996e+08,5.994e+08,2000000000,0.333,333,0.9
1,0,12175936000000,136263,0.107124,9.335,26.3158,5.776e+06,1.52e+08,4000000000,0.038,38,1
1,2,12175937000000,137263,0.109767,9.11017,2.12766,1.7672e+08,3.76e+08,1000000000,0.47,470,0.8
1,0,12175938000000,141263,0.107608,9.29301,29.8507,4.489e+06,1.34e+08,4000000000,0.0335,33.5,1
1,2,12175939000000,142263,0.107653,9.28913,8.77193,1.03968e+07,9.12e+07,1000000000,0.114,114,0.8
1,1,12175940000000,144263,0.110777,9.02716,3.003,1.996e+08,5.994e+08,2000000000,0.333,333,0.9
1,0,12175941000000,148263,0.108813,9.19005,26.3158,5.776e+06,1.52e+08,4000000000,0.038,38,1
1,2,12175942000000,149263,0.111253,8.9885,2.11416,1.78983e+08,3.784e+08,1000000000,0.473,473,0.8
1,0,12175943000000,153263,0.109204,9.15714,30.5344,4.29025e+06,1.31e+08,4000000000,0.03275,32.75,1
1,2,12175944000000,154263,0.109236,9.15453,8.77193,1.03968e+07,9.12e+07,1000000000,0.114,114,0.8
1,1,12175945000000,156263,0.112099,8.92065,3.003,1.996e+08,5.994e+08,2000000000,0.333,333,0.9
1,0,12175946000000,160263,0.11025,9.07029,26.3158,5.776e+06,1.52e+08,4000000000,0.038,38,1
1,2,12175947000000,161263,0.112493,8.88942,2.11864,1.78227e+08,3.776e+08,1000000000,0.472,472,0.8
1,0,12175948000000,165263,0.110569,9.04411,30.303,4.356e+06,1.32e+08,4000000000,0.033,33,1
1,2,12175949000000,166263,0.11059,9.04242,8.77193,1.03968e+07,9.12e+07,1000000000,0.114,114,0.8
1,1,12175950000000,168263,0.113233,8.83131,3.003,1.996e+08,5.994e+08,2000000000,0.333,333,0.9
1,0,12175951000000,172263,0.111487,8.9697,26.3158,5.776e+06,1.52e+08,4000000000,0.038,38,1
1,2,12175952000000,173263,0.113556,8.80625,2.12766,1.7672e+08,3.76e+08,1000000000,0.47,470,0.8
1,0,12175953000000,177263,0.113893,8.78018,7.7821,6.6049e+07,5.14e+08,4000000000,0.1285,128.5,1
1,2,12175954000000,178263,0.113692,8.79573,12.8205,4.8672e+06,6.24e+07,1000000000,0.078,78,0.8
1,2,12175955000000,179263,0.115484,8.65921,2.29885,1.5138e+08,3.48e+08,1000000000,0.435,435,0.8
1,1,12175956000000,181263,0.115462,8.66085,8.81057,2.3188e+07,2.043e+08,2000000000,0.1135,113.5,0.9
1,2,12175957000000,182263,0.115366,8.66805,10.2041,7.6832e+06,7.84e+07,1000000000,0.098,98,0.8
1,1,12175958000000,184263,0.117642,8.50039,3.07692,1.90125e+08,5.85e+08,2000000000,0.325,325,0.9
1,1,12175959000000,186263,0.11728,8.52657,11.9048,1.27008e+07,1.512e+08,2000000000,0.084,84,0.9
1,2,12175960000000,187263,0.117706,8.49574,5.07614,3.10472e+07,1.576e+08,1000000000,0.197,197,0.8
1,1,12175961000000,189263,0.118655,8.4278,4.81928,7.75012e+07,3.735e+08,2000000000,0.2075,207.5,0.9
1,0,12175962000000,193263,0.116934,8.55184,28.169,5.041e+06,1.42e+08,4000000000,0.0355,35.5,1
1,2,12175963000000,194263,0.118736,8.42205,2.14133,1.74471e+08,3.736e+08,1000000000,0.467,467,0.8
1,0,12175964000000,198263,0.117082,8.54103,27.2109,5.40225e+06,1.47e+08,4000000000,0.03675,36.75,1
1,2,12175965000000,199263,0.117086,8.5407,8.47458,1.11392e+07,9.44e+07,1000000000,0.118,118,0.8
1,1,12175966000000,201263,0.119153,8.3926,3.07692,1.90125e+08,5.85e+08,2000000000,0.325,325,0.9
1,0,12175967000000,205263,0.117532,8.50831,27.7778,5.184e+06,1.44e+08,4000000000,0.036,36,1
1,2,12175968000000,206263,0.118363,8.44855,3.46021,6.68168e+07,2.312e+08,1000000000,0.289,289,0.8
1,0,12175969000000,210263,0.117743,8.49307,11.6618,2.94123e+07,3.43e+08,4000000000,0.08575,85.75,1
1,2,12175970000000,211263,0.117668,8.49845,9.80392,8.3232e+06,8.16e+07,1000000000,0.102,102,0.8
1,1,12175971000000,213263,0.119688,8.35506,3.003,1.996e+08,5.994e+08,2000000000,0.333,333,0.9
1,0,12175972000000,217263,0.118147,8.46402,27.7778,5.184e+06,1.44e+08,4000000000,0.036,36,1
1,2,12175973000000,218263,0.118499,8.43887,5.12821,3.042e+07,1.56e+08,1000000000,0.195,195,0.8
1,0,12175974000000,222263,0.118333,8.45074,9.15332,4.77422e+07,4.37e+08,4000000000,0.10925,109.25,1
1,2,12175975000000,223263,0.118484,8.43999,6.57895,1.84832e+07,1.216e+08,1000000000,0.152,152,0.8
1,1,12175976000000,225263,0.120113,8.3255,3.31126,1.64167e+08,5.436e+08,2000000000,0.302,302,0.9
1,0,12175977000000,229263,0.118419,8.44462,43.4783,2.116e+06,9.2e+07,4000000000,0.023,23,1
1,2,12175978000000,230263,0.118408,8.44537,8.62069,1.07648e+07,9.28e+07,1000000000,0.116,116,0.8
1,0,12175979000000,234263,0.118794,8.41795,7.0922,7.9524e+07,5.64e+08,4000000000,0.141,141,1
1,2,12175980000000,235263,0.118931,8.40826,6.62252,1.82408e+07,1.208e+08,1000000000,0.151,151,0.8
1,1,12175981000000,237263,0.120529,8.29678,3.24149,1.7131e+08,5.553e+08,2000000000,0.3085,308.5,0.9
1,0,12175982000000,241263,0.118895,8.41077,45.4545,1.936e+06,8.8e+07,4000000000,0.022,22,1
1,2,12175983000000,242263,0.118466,8.44122,66.6667,180000,1.2e+07,1000000000,0.015,15,0.8
1,0,12175984000000,246263,0.119275,8.38399,5.94354,1.13232e+08,6.73e+08,4000000000,0.16825,168.25,1
1,2,12175985000000,247263,0.119407,8.3747,6.57895,1.84832e+07,1.216e+08,1000000000,0.152,152,0.8
